name,url,phone,address,placeId
Cipriani Doha,https://www.google.com/maps/search/?api=1&query=Cipriani%20Doha&query_place_id=ChIJk4raiavFRT4RwY4QmRIxObg,+974 4453 6111,"North Beach Development, Diplomatic St, Doha, Qatar",ChIJk4raiavFRT4RwY4QmRIxObg
Chingari,https://www.google.com/maps/search/?api=1&query=Chingari&query_place_id=ChIJo7vDY7PaRT4RfImkIwc5T0s,+974 4428 1555,"Radisson Blu Hotel, Salwa Rd, Doha, Qatar",ChIJo7vDY7PaRT4RfImkIwc5T0s
Bhojan Restaurant,https://www.google.com/maps/search/?api=1&query=Bhojan%20Restaurant&query_place_id=ChIJ_VwTPXHbRT4R9txtseHfp-s,+974 5005 2600,"18 Al Kinana St, Doha, Qatar",ChIJ_VwTPXHbRT4R9txtseHfp-s
Chotto Matte Doha,https://www.google.com/maps/search/?api=1&query=Chotto%20Matte%20Doha&query_place_id=ChIJy-5w74fDRT4RB1XXG523ai8,+974 4020 4450,"The St. Regis, Island, Qatar",ChIJy-5w74fDRT4RB1XXG523ai8
Little Chef Bear🐻,https://www.google.com/maps/search/?api=1&query=Little%20Chef%20Bear%F0%9F%90%BB&query_place_id=ChIJ0QmnEkXbRT4RpI1zCFZWlr0,+974 3122 8975,"Ibn Mahmoud St, Doha, Qatar",ChIJ0QmnEkXbRT4RpI1zCFZWlr0
OPA Doha,https://www.google.com/maps/search/?api=1&query=OPA%20Doha&query_place_id=ChIJj-rJKvXDRT4RUNMff65xlH0,+974 4042 0909,"The St. Regis Doha, Doha, Qatar",ChIJj-rJKvXDRT4RUNMff65xlH0
Planet Hollywood Doha,https://www.google.com/maps/search/?api=1&query=Planet%20Hollywood%20Doha&query_place_id=ChIJp4wRR7vFRT4RbpbOEV6IxUY,+974 4410 3459,"Doha Quest, Al Busayyir St, Doha, Qatar",ChIJp4wRR7vFRT4RbpbOEV6IxUY
Lobito de Mar Doha,https://www.google.com/maps/search/?api=1&query=Lobito%20de%20Mar%20Doha&query_place_id=ChIJg_-da2zDRT4RHbfDrBmjyak,+974 3100 0373,"Marsa Malaz Kempinski, The Pearl - Doha, Bay, Qatar",ChIJg_-da2zDRT4RHbfDrBmjyak
Karachi Restaurant Doha,https://www.google.com/maps/search/?api=1&query=Karachi%20Restaurant%20Doha&query_place_id=ChIJ1YBHqxnFRT4R43IGfCjBu9I,+974 7474 2407,"SHOP#1, BUILDING 86, 850 Al Mansoura St, Doha, Qatar",ChIJ1YBHqxnFRT4R43IGfCjBu9I
Asanka delight restaurant,https://www.google.com/maps/search/?api=1&query=Asanka%20delight%20restaurant&query_place_id=ChIJAQAqX9vbRT4RBoOQVbSQ5A8,+974 5030 5603,"Shop No8, Building 51, Street 930, Zone 22, Doha, Qatar",ChIJAQAqX9vbRT4RBoOQVbSQ5A8
South Food Court,https://www.google.com/maps/search/?api=1&query=South%20Food%20Court&query_place_id=ChIJAzPyEO_dRT4RK5N2yiZAe2I,,"9CMV+78P, Qatar",ChIJAzPyEO_dRT4RK5N2yiZAe2I
Electric Diner,https://www.google.com/maps/search/?api=1&query=Electric%20Diner&query_place_id=ChIJ1SQgMc_FRT4RwN5t_57NBZI,+974 4406 1111,"BUILDING 23, STREET 910, Corniche St, Doha, Qatar",ChIJ1SQgMc_FRT4RwN5t_57NBZI
The Restaurant at The Chedi Katara,https://www.google.com/maps/search/?api=1&query=The%20Restaurant%20at%20The%20Chedi%20Katara&query_place_id=ChIJjc18LwHDRT4RLV5U4qDGFHk,+974 4144 7770,"Katara Cultural Village, 834 Shakespeare St, Doha, Qatar",ChIJjc18LwHDRT4RLV5U4qDGFHk
Di Capri,https://www.google.com/maps/search/?api=1&query=Di%20Capri&query_place_id=ChIJ_z7zIsnaRT4RlSEheIExFOY,+974 4428 8840,"Doha, Qatar",ChIJ_z7zIsnaRT4RlSEheIExFOY
Ted’s Restaurant,https://www.google.com/maps/search/?api=1&query=Ted%E2%80%99s%20Restaurant&query_place_id=ChIJYRMjtn7IRT4R_MEW5NFgDdE,+974 4040 5138,"Banana Island, Qatar",ChIJYRMjtn7IRT4R_MEW5NFgDdE
Spuntino,https://www.google.com/maps/search/?api=1&query=Spuntino&query_place_id=ChIJyXXuMJjDRT4R4ZzKee5n-no,+974 4144 3000,"127 Porto Arabia Drive, Doha, Qatar",ChIJyXXuMJjDRT4R4ZzKee5n-no
Era Restaurant & Cafe,https://www.google.com/maps/search/?api=1&query=Era%20Restaurant%20%26%20Cafe&query_place_id=ChIJd8nwlH3FRT4R355evLdjP7E,+974 3353 6662,"Abdulla Bin Thani St, Doha, Qatar",ChIJd8nwlH3FRT4R355evLdjP7E
Scalini,https://www.google.com/maps/search/?api=1&query=Scalini&query_place_id=ChIJI54S5qnDRT4RMzRRR1Wwc0I,+974 4446 0509,"Tower 2, Al Gassar Resort, Doha, Qatar",ChIJI54S5qnDRT4RMzRRR1Wwc0I
Gymkhana Qatar,https://www.google.com/maps/search/?api=1&query=Gymkhana%20Qatar&query_place_id=ChIJkVB8LDzFRT4RO9Oe_waSKTI,+974 5107 1117,"Katara Hills, Doha, Qatar",ChIJkVB8LDzFRT4RO9Oe_waSKTI
Dunia - Doha Festival City,https://www.google.com/maps/search/?api=1&query=Dunia%20-%20Doha%20Festival%20City&query_place_id=ChIJcTXyVT3dRT4R4t6vNjpo2ew,+974 7760 0373,"Doha Festival City, 1st Floor, South Food Court, Doha, Qatar",ChIJcTXyVT3dRT4R4t6vNjpo2ew
Jasmine Thai Restaurant,https://www.google.com/maps/search/?api=1&query=Jasmine%20Thai%20Restaurant&query_place_id=ChIJlYkXlj7FRT4RUVh4CxEsWoY,+974 5586 0011,"Al Souq St, Doha, Qatar",ChIJlYkXlj7FRT4RUVh4CxEsWoY
Sushi On Doha,https://www.google.com/maps/search/?api=1&query=Sushi%20On%20Doha&query_place_id=ChIJswInS0_FRT4R6ep71A2tRD0,+974 4423 3222,"Hilton Doha Hotel, Diplomatic St, Doha, Qatar",ChIJswInS0_FRT4R6ep71A2tRD0
Mosaic,https://www.google.com/maps/search/?api=1&query=Mosaic&query_place_id=ChIJbdNfJ57FRT4R1b5cpJX-u5g,+974 4008 8555,"Barahat Msheireb St, Doha, Qatar",ChIJbdNfJ57FRT4R1b5cpJX-u5g
Mulberry Tavern Doha,https://www.google.com/maps/search/?api=1&query=Mulberry%20Tavern%20Doha&query_place_id=ChIJI6O8RY_DRT4Rgl7VilMxaoM,+974 4492 4630,"Abraj Quartier، Tower AQ-07, Pearl Blvd, Doha, Qatar",ChIJI6O8RY_DRT4Rgl7VilMxaoM
Joe's cafe,https://www.google.com/maps/search/?api=1&query=Joe's%20cafe&query_place_id=ChIJH0aR943DRT4RbKD2NWJInDw,+974 5513 8370,"21 High Street, Doha, Qatar",ChIJH0aR943DRT4RbKD2NWJInDw
Profiles,https://www.google.com/maps/search/?api=1&query=Profiles&query_place_id=ChIJtwE4DtbFRT4R_qN_9gBlokI,+974 6665 4114,"Abdulla Bin Thani St, Doha, Qatar",ChIJtwE4DtbFRT4R_qN_9gBlokI
Modern Asian Restaurant Doha,https://www.google.com/maps/search/?api=1&query=Modern%20Asian%20Restaurant%20Doha&query_place_id=ChIJydnpVGjFRT4RQodp6t0V8CQ,+974 7777 2718,"Modern Asian Road, Al Taei St, Doha, Qatar",ChIJydnpVGjFRT4RQodp6t0V8CQ
Salt N Pepper,https://www.google.com/maps/search/?api=1&query=Salt%20N%20Pepper&query_place_id=ChIJTbtt4ZbFRT4Ro8K11FtLjIM,+974 4402 7015,"Corp Executive Hotel Doha Suites, Al sarah, 27, Saeed Bin Al Aas St, Doha, Qatar",ChIJTbtt4ZbFRT4Ro8K11FtLjIM
Ruby Wu's,https://www.google.com/maps/search/?api=1&query=Ruby%20Wu's&query_place_id=ChIJQQ6vPJDbRT4R6DY44jTETfk,+974 4428 1428,"Radisson Blu Hotel, Salwa Rd, Doha, Qatar",ChIJQQ6vPJDbRT4R6DY44jTETfk
MURU,https://www.google.com/maps/search/?api=1&query=MURU&query_place_id=ChIJvdGXDgDFRT4RT_iAPVFBddQ,+974 4008 9229,"Al Shaghiya Street, Doha, Qatar",ChIJvdGXDgDFRT4RT_iAPVFBddQ
MASA,https://www.google.com/maps/search/?api=1&query=MASA&query_place_id=ChIJV7Jwcr_ERT4RoTLdMtzgkWU,+974 4429 5295,"2nd Floor, JW Marriott Marquis City Center Doha Conference Centre St, Doha, Qatar",ChIJV7Jwcr_ERT4RoTLdMtzgkWU
Curiosa by Jean-Georges,https://www.google.com/maps/search/?api=1&query=Curiosa%20by%20Jean-Georges&query_place_id=ChIJ-Vt26gzFRT4R3qYYfOq9C0c,+974 4494 8888,"The Corniche, Doha, Qatar",ChIJ-Vt26gzFRT4R3qYYfOq9C0c
Shiraz Garden (Iranian Restaurant) حدائق شيراز,https://www.google.com/maps/search/?api=1&query=Shiraz%20Garden%20(Iranian%20Restaurant)%20%D8%AD%D8%AF%D8%A7%D8%A6%D9%82%20%D8%B4%D9%8A%D8%B1%D8%A7%D8%B2&query_place_id=ChIJkxNaQLHaRT4Rm-THUBs8b0o,+974 4466 6213,"Al Muthana Complex, Salwa Rd, Doha, Qatar",ChIJkxNaQLHaRT4Rm-THUBs8b0o
New Doha Darbar Pakistani Restaurant (Doha Branch),https://www.google.com/maps/search/?api=1&query=New%20Doha%20Darbar%20Pakistani%20Restaurant%20(Doha%20Branch)&query_place_id=ChIJ3V1VGY3FRT4R5GU0UPajG7s,+974 3124 8006,"Old al Ghanim street, Street 6, Doha, Qatar",ChIJ3V1VGY3FRT4R5GU0UPajG7s
Azraq Restaurant,https://www.google.com/maps/search/?api=1&query=Azraq%20Restaurant&query_place_id=ChIJcbQPyirGRT4RkeLJozhzkaY,+974 4040 5075,"Banana Island, Qatar",ChIJcbQPyirGRT4RkeLJozhzkaY
Gorkhali Restaurant,https://www.google.com/maps/search/?api=1&query=Gorkhali%20Restaurant&query_place_id=ChIJo2QTnubFRT4RC5sTdiHp96U,+974 4002 9313,"7G9G+RC4, Rawdat Al Khail St, Doha 7G9G+RC4،, شارع روضة الخيل،, Doha, Qatar",ChIJo2QTnubFRT4RC5sTdiHp96U
Doha Spicy Restaurant,https://www.google.com/maps/search/?api=1&query=Doha%20Spicy%20Restaurant&query_place_id=ChIJhy-DGivFRT4RwH9MCtYYB9U,+974 7090 8533,"https://maps.app.goo.gl/noN1ATJzqvDvhVo58, Dropped pin, Doha, Qatar",ChIJhy-DGivFRT4RwH9MCtYYB9U
NEO Restaurant- The Gate Mall branch,https://www.google.com/maps/search/?api=1&query=NEO%20Restaurant-%20The%20Gate%20Mall%20branch&query_place_id=ChIJ_cy_vlvFRT4RgEBOU7T1uI0,+974 5048 3555,"The Gate Mall, Doha, Qatar",ChIJ_cy_vlvFRT4RgEBOU7T1uI0
Argan Moroccan Cuisine,https://www.google.com/maps/search/?api=1&query=Argan%20Moroccan%20Cuisine&query_place_id=ChIJ5f8PDzzFRT4RNbOC3H1fJ3o,+974 7047 3687,"Al Jasra St, Doha, Qatar",ChIJ5f8PDzzFRT4RNbOC3H1fJ3o
IDAM,https://www.google.com/maps/search/?api=1&query=IDAM&query_place_id=ChIJdaeOehfFRT4RBm6C9yJEbKo,+974 4422 4488,"Museum of Islamic Art, 5th Floor, Corniche Promenade, Doha, Qatar",ChIJdaeOehfFRT4RBm6C9yJEbKo
Santorini Restaurant,https://www.google.com/maps/search/?api=1&query=Santorini%20Restaurant&query_place_id=ChIJAwM1xWrFRT4R4rF1RKTZwio,+974 4429 5295,"8GFM+V6W, First Floor, JW Marriott Marquis City Center, Conference Centre Street, Doha, Qatar",ChIJAwM1xWrFRT4R4rF1RKTZwio
Jamie Oliver's Pizzeria Landmark Mall Doha,https://www.google.com/maps/search/?api=1&query=Jamie%20Oliver's%20Pizzeria%20Landmark%20Mall%20Doha&query_place_id=ChIJ88nk7aTdRT4RPgudb9QLorg,+974 5038 7540,"Landmark Mall, Doha, Qatar",ChIJ88nk7aTdRT4RPgudb9QLorg
Chef Babu Restaurant,https://www.google.com/maps/search/?api=1&query=Chef%20Babu%20Restaurant&query_place_id=ChIJzZ8DmP7bRT4R3BgRqAsA9Lc,+974 3050 7080,"829 Al Ghazadi street, Doha, Qatar",ChIJzZ8DmP7bRT4R3BgRqAsA9Lc
CHENNAI RESTAURANT,https://www.google.com/maps/search/?api=1&query=CHENNAI%20RESTAURANT&query_place_id=ChIJpy35b4nFRT4RhYV2hNvvjcI,+974 3368 8355,"Building No 35, Al Mansoura St, Doha, Qatar",ChIJpy35b4nFRT4RhYV2hNvvjcI
Vasanta Bhavan Restaurant,https://www.google.com/maps/search/?api=1&query=Vasanta%20Bhavan%20Restaurant&query_place_id=ChIJTyEzhzXFRT4RwLUPPw8ohtM,+974 4443 9955,"Near Jaidah Flyover, Al Khaleej, Doha, Qatar",ChIJTyEzhzXFRT4RwLUPPw8ohtM
Aroma Restaurant Doha,https://www.google.com/maps/search/?api=1&query=Aroma%20Restaurant%20Doha&query_place_id=ChIJ4epsGGvFRT4RrDIklWCllco,+974 4442 3602,"Al Mijdaf St, Doha, Qatar",ChIJ4epsGGvFRT4RrDIklWCllco
"LOMBAR, Loming Barako (Doha Souq Mall), Al Naser",https://www.google.com/maps/search/?api=1&query=LOMBAR%2C%20Loming%20Barako%20(Doha%20Souq%20Mall)%2C%20Al%20Naser&query_place_id=ChIJB6JDqZ7PRT4R5uNvhbUeFok,,"Al Nasr St, Doha, Qatar",ChIJB6JDqZ7PRT4R5uNvhbUeFok
Bharath Vasanta Bhavan Restaurant,https://www.google.com/maps/search/?api=1&query=Bharath%20Vasanta%20Bhavan%20Restaurant&query_place_id=ChIJCyh4-XHFRT4R1E8dhIZ6QVw,+974 4443 2211,"Beside McDonald’s, Ras Abu Abboud St, Doha, Qatar",ChIJCyh4-XHFRT4R1E8dhIZ6QVw
BiBo Doha,https://www.google.com/maps/search/?api=1&query=BiBo%20Doha&query_place_id=ChIJZQ1oWR3DRT4REZtvLmt7VtA,+974 3100 0373,"Kempinski, Qatar",ChIJZQ1oWR3DRT4REZtvLmt7VtA
Al Zaghloul restaurant | شاورما و مشاوي الزغلول,https://www.google.com/maps/search/?api=1&query=Al%20Zaghloul%20restaurant%20%7C%20%D8%B4%D8%A7%D9%88%D8%B1%D9%85%D8%A7%20%D9%88%20%D9%85%D8%B4%D8%A7%D9%88%D9%8A%20%D8%A7%D9%84%D8%B2%D8%BA%D9%84%D9%88%D9%84&query_place_id=ChIJu-ILDyLbRT4RiT2g83MeIAY,+974 3068 8636,"Zone 38, street،, 343 building، 34, الدوحة،, Qatar",ChIJu-ILDyLbRT4RiT2g83MeIAY
Shreeji Restaurant,https://www.google.com/maps/search/?api=1&query=Shreeji%20Restaurant&query_place_id=ChIJM0-fCmPFRT4RN7D67UDEEZo,+974 4498 1611,"Al Khaleej St, Doha, Qatar",ChIJM0-fCmPFRT4RN7D67UDEEZo
HANOK RESTAURANT,https://www.google.com/maps/search/?api=1&query=HANOK%20RESTAURANT&query_place_id=ChIJ9Z4jpqrFRT4R-fbthPCtsIo,+974 3004 1019,"Al Muthaf Street, Building No. 51 Street 137, Doha, Qatar",ChIJ9Z4jpqrFRT4R-fbthPCtsIo
&deli Mediterranean Fusion,https://www.google.com/maps/search/?api=1&query=%26deli%20Mediterranean%20Fusion&query_place_id=ChIJUf-FdCHFRT4RUvG7Xn-eSDs,+974 6000 4744,"8GGH+5PC, Doha, Qatar",ChIJUf-FdCHFRT4RUvG7Xn-eSDs
New White Oceanic Restaurant,https://www.google.com/maps/search/?api=1&query=New%20White%20Oceanic%20Restaurant&query_place_id=ChIJ13vhdGfFRT4RYEoiFT7NRaA,+974 4431 0964,"7GFP+5VH, Doha, Qatar",ChIJ13vhdGfFRT4RYEoiFT7NRaA
O'Glacée Restaurant,https://www.google.com/maps/search/?api=1&query=O'Glac%C3%A9e%20Restaurant&query_place_id=ChIJKQrBGwfFRT4RCjOib2wHgts,+974 4009 9999,"Corner Of Wadi Musheireb, And Jassim Bin Mohammed St, Doha, Qatar",ChIJKQrBGwfFRT4RCjOib2wHgts
Oyster Palace Restaurant,https://www.google.com/maps/search/?api=1&query=Oyster%20Palace%20Restaurant&query_place_id=ChIJ6a02kz_bRT4Rp7HpYdb-lT0,+974 4488 1777,"8F6W+P56, Doha, Qatar",ChIJ6a02kz_bRT4Rp7HpYdb-lT0
Kabab Al Tayab,https://www.google.com/maps/search/?api=1&query=Kabab%20Al%20Tayab&query_place_id=ChIJRc5eJmXFRT4RQl7VYNHVBj8,+974 5536 1920,"7GPM+WF, Doha, Qatar",ChIJRc5eJmXFRT4RQl7VYNHVBj8
Qubiertos Grill and Restaurant Doha,https://www.google.com/maps/search/?api=1&query=Qubiertos%20Grill%20and%20Restaurant%20Doha&query_place_id=ChIJQcL2eQDdRT4RD8qnxyoBIE8,+974 3021 1184,"Doha, Qatar",ChIJQcL2eQDdRT4RD8qnxyoBIE8
Famous Restaurant,https://www.google.com/maps/search/?api=1&query=Famous%20Restaurant&query_place_id=ChIJDYb3yGDFRT4RxVvzoI2Eknw,+974 3040 3494,"7GCQ+32F, Najma, Doha, Qatar",ChIJDYb3yGDFRT4RxVvzoI2Eknw
Darseen Restaurant,https://www.google.com/maps/search/?api=1&query=Darseen%20Restaurant&query_place_id=ChIJy1tsrSbbRT4R-V4BQHehzz4,+974 3013 1660,"7FMW+JRQ, Al Qawafell, Doha, Qatar",ChIJy1tsrSbbRT4R-V4BQHehzz4
Delord Cafe,https://www.google.com/maps/search/?api=1&query=Delord%20Cafe&query_place_id=ChIJ2zKp97TaRT4Ro-c_VmjmRlg,+974 6645 5354,"Mina District, Doha, Qatar",ChIJ2zKp97TaRT4Ro-c_VmjmRlg
La Maison De L’Entrecôte,https://www.google.com/maps/search/?api=1&query=La%20Maison%20De%20L%E2%80%99Entrec%C3%B4te&query_place_id=ChIJCRkEkAvFRT4RUBvilNOKpkI,+974 5077 6821,"Conference Centre, Doha, Qatar",ChIJCRkEkAvFRT4RUBvilNOKpkI
Riva Restaurant,https://www.google.com/maps/search/?api=1&query=Riva%20Restaurant&query_place_id=ChIJS8P6rSrGRT4RK7PZSE0vuBY,+974 4040 5075,"Banana Island Resort by Anantara, Qatar",ChIJS8P6rSrGRT4RK7PZSE0vuBY
Aroma Restaurant,https://www.google.com/maps/search/?api=1&query=Aroma%20Restaurant&query_place_id=ChIJlebvbjzbRT4RnVWpkM71Hw8,+974 4486 3469,"Ahmed Bin Ali, Doha, Qatar",ChIJlebvbjzbRT4RnVWpkM71Hw8
Shater Abbas Restaurant,https://www.google.com/maps/search/?api=1&query=Shater%20Abbas%20Restaurant&query_place_id=ChIJw4OBFb_ERT4R6QBwDP7OBi4,+974 4401 5656,"City Center West Food Court, City Center، Doha, Qatar",ChIJw4OBFb_ERT4R6QBwDP7OBi4
Sawa by Sanad,https://www.google.com/maps/search/?api=1&query=Sawa%20by%20Sanad&query_place_id=ChIJc5sgZ_fFRT4RHp98QA-nZbg,+974 4142 7000,"4052 Wadi Msheireb St, Doha, Qatar",ChIJc5sgZ_fFRT4RHp98QA-nZbg
New Pariwar House Restaurant (Bin omran branch),https://www.google.com/maps/search/?api=1&query=New%20Pariwar%20House%20Restaurant%20(Bin%20omran%20branch)&query_place_id=ChIJA0DjPw7bRT4RweVG_Y-MswQ,+974 3037 0555,"Building no: 190, Zone: 35 Street: 920 Opp to university Book store، Bin omran, Doha, Qatar",ChIJA0DjPw7bRT4RweVG_Y-MswQ
Indian Grill House Restaurant,https://www.google.com/maps/search/?api=1&query=Indian%20Grill%20House%20Restaurant&query_place_id=ChIJHwZr0CXFRT4Rdq9pQZSbLp8,+974 7722 5507,"Doha, Qatar",ChIJHwZr0CXFRT4Rdq9pQZSbLp8
"MRA Bakery, Restaurant & Sweets",https://www.google.com/maps/search/?api=1&query=MRA%20Bakery%2C%20Restaurant%20%26%20Sweets&query_place_id=ChIJYV_-0b7PRT4RBU5ZYvf3aD0,+974 4402 4666,"Airport St, Doha, Qatar",ChIJYV_-0b7PRT4RBU5ZYvf3aD0
LEGEND RESTAURANT,https://www.google.com/maps/search/?api=1&query=LEGEND%20RESTAURANT&query_place_id=ChIJP2S8sA3FRT4RnDrS8BVjAa8,+974 4441 3564,"Doha, Qatar",ChIJP2S8sA3FRT4RnDrS8BVjAa8
Lahore Biryani Restaurant,https://www.google.com/maps/search/?api=1&query=Lahore%20Biryani%20Restaurant&query_place_id=ChIJ1cxXKnvFRT4RA3Sh-6Lr8kY,,"Doha, Qatar",ChIJ1cxXKnvFRT4RA3Sh-6Lr8kY
Khyber Punjab Restaurant,https://www.google.com/maps/search/?api=1&query=Khyber%20Punjab%20Restaurant&query_place_id=ChIJkceOzw3dRT4REmc4PTJ48yc,+974 7732 2867,"Building No 66, Street No, 960 Madinat Khalifa St, Doha, Qatar",ChIJkceOzw3dRT4REmc4PTJ48yc
Fatburger,https://www.google.com/maps/search/?api=1&query=Fatburger&query_place_id=ChIJWfs8YnPDRT4RTq8hFUVsc9s,+974 4029 9999,"Unit 71، Building No 8، 9720 Malaga Way, Doha, Qatar",ChIJWfs8YnPDRT4RTq8hFUVsc9s
Indian Three Roses Restaurant,https://www.google.com/maps/search/?api=1&query=Indian%20Three%20Roses%20Restaurant&query_place_id=ChIJE0HcFWLFRT4RahF61Fs7bog,+974 7020 4740,"Ibn Seena, Doha, Qatar",ChIJE0HcFWLFRT4RahF61Fs7bog
MASHAWI BASHA ISTANBUL,https://www.google.com/maps/search/?api=1&query=MASHAWI%20BASHA%20ISTANBUL&query_place_id=ChIJ_Z7XDsXaRT4RgBE6wDtWHA4,+974 4444 2747,"Al Difaaf St, Doha, Qatar",ChIJ_Z7XDsXaRT4RgBE6wDtWHA4
The Social,https://www.google.com/maps/search/?api=1&query=The%20Social&query_place_id=ChIJEamYIovFRT4Rdj7ml56p324,+974 4495 5115,"Rabban Suites, 5863 Al Intisar St, Doha, Qatar",ChIJEamYIovFRT4Rdj7ml56p324
Sheger Ethiopian Restaurant,https://www.google.com/maps/search/?api=1&query=Sheger%20Ethiopian%20Restaurant&query_place_id=ChIJ9-Zkcx7dRT4RDwlgx9NI4iM,+974 3163 8246,"Madinat Khalifa St, Doha, Qatar",ChIJ9-Zkcx7dRT4RDwlgx9NI4iM
"SAMSARA THAKKALI ORIENTAL RESTAURANT, Doha",https://www.google.com/maps/search/?api=1&query=SAMSARA%20THAKKALI%20ORIENTAL%20RESTAURANT%2C%20Doha&query_place_id=ChIJqbMol6jFRT4RHVnifKfKyz4,+974 7713 2953,"BUILDING NO.90, STREET 214, Doha, Qatar",ChIJqbMol6jFRT4RHVnifKfKyz4
The Ned Doha,https://www.google.com/maps/search/?api=1&query=The%20Ned%20Doha&query_place_id=ChIJ2XijQWvFRT4ReNODtt6WM5k,+974 4406 1111,"BUILDING 7, STREET 910، CORNICHE, Doha, Qatar",ChIJ2XijQWvFRT4ReNODtt6WM5k
Neelima Restaurant,https://www.google.com/maps/search/?api=1&query=Neelima%20Restaurant&query_place_id=ChIJ-XV-odLaRT4RyY_Jbxgd_jQ,+974 4427 3999,"7GP7+6Q8, Doha, Qatar",ChIJ-XV-odLaRT4RyY_Jbxgd_jQ
Gram Bangla Restaurant,https://www.google.com/maps/search/?api=1&query=Gram%20Bangla%20Restaurant&query_place_id=ChIJ52dIOGDFRT4RUeZQSIGyp8k,+974 6669 8199,"7G8Q+P5H، Unnamed Road, Doha, Qatar",ChIJ52dIOGDFRT4RUeZQSIGyp8k
Doha Taxi Restaurants And Juice Stall,https://www.google.com/maps/search/?api=1&query=Doha%20Taxi%20Restaurants%20And%20Juice%20Stall&query_place_id=ChIJE2GlTkbFRT4RxSPqfCipn_M,+974 7797 0353,"A Ring road, Doha, Qatar",ChIJE2GlTkbFRT4RxSPqfCipn_M
Loulou Plage,https://www.google.com/maps/search/?api=1&query=Loulou%20Plage&query_place_id=ChIJ7RZdA2vDRT4R-ymXHQc3cPs,+974 4144 3000,"127 Porto Arabia Drive, Doha, Qatar",ChIJ7RZdA2vDRT4R-ymXHQc3cPs
Desert King Restaurant,https://www.google.com/maps/search/?api=1&query=Desert%20King%20Restaurant&query_place_id=ChIJMxDCliHFRT4RUZFmgAucbto,+974 6602 0034,"Doha, Qatar",ChIJMxDCliHFRT4RUZFmgAucbto
Shirvan Métisse Doha,https://www.google.com/maps/search/?api=1&query=Shirvan%20M%C3%A9tisse%20Doha&query_place_id=ChIJUQFRRfnDRT4RznNKu1xenZc,+974 4409 5303,"7 La Croisette, Porto Arabia Drive, Doha, Qatar",ChIJUQFRRfnDRT4RznNKu1xenZc
Sumosan Doha,https://www.google.com/maps/search/?api=1&query=Sumosan%20Doha&query_place_id=ChIJk29gqWnFRT4RleXRMTqf8oI,+974 4411 7550,"Barahat Msheireb, Abdulla Bin Thani St, Doha, Qatar",ChIJk29gqWnFRT4RleXRMTqf8oI
Nosh Cravings,https://www.google.com/maps/search/?api=1&query=Nosh%20Cravings&query_place_id=ChIJUUzwbt3FRT4RVLX7VWZv1Y4,+974 3333 6578,"Al Khaleej St, Doha, Qatar",ChIJUUzwbt3FRT4RVLX7VWZv1Y4
Al koojina - Mourad Tunisian Restaurant,https://www.google.com/maps/search/?api=1&query=Al%20koojina%20-%20Mourad%20Tunisian%20Restaurant&query_place_id=ChIJxxZmmHLFRT4RFdI6QGlj1U4,+974 7782 9911,"7GPW+XR3, Doha, Qatar",ChIJxxZmmHLFRT4RFdI6QGlj1U4
